"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"CU","2019-06-24","79.7","-1.5366","5.7549","Wrigley Field",518792,657053,"home_run","hit_into_play_score",,,,,5,"Jason Heyward homers (11) on a fly ball to right center field.  ","R","L","R","CHC","ATL","X","null","fly_ball",0,1,2019,"1.1733","-0.8739","0.1713","2.7211","null","null","null",1,8,"Bot","179.88","34.16",,,452095,,"190625_025646","1.5341","-116.1066","1.7625","10.3989","22.5080","-40.6882","3.5157","1.5754","409","101.0","24","80.2160","2609","6.6630",565165,657053,452095,518692,645277,518626,621020,663586,660670,455976,"53.8368","0.650","1.076","2.00",1,0,3,6,65,"2","Curveball",7,3,7,3,3,7,7,3,"Standard","Standard"
"SI","2019-06-24","91.3","-1.3077","5.3622","Wrigley Field",621020,501817,"home_run","hit_into_play_score",,,,,6,"Dansby Swanson homers (15) on a fly ball to right field.  ","R","R","R","CHC","ATL","X","null","fly_ball",3,2,2019,"-1.1373","0.9164","0.3764","2.4344","null","null","null",0,8,"Top","220.15","70.44",,,575929,,"190625_024325","6.6801","-132.9107","-3.4877","-14.8570","26.8814","-20.7914","3.4923","1.8093","375","98.2","30","91.5530","2351","6.2930",565165,501817,575929,519203,623520,592178,595879,656941,518792,471865,"54.2069","0.453","0.792","2.00",1,0,3,6,60,"6","Sinker",7,2,2,7,2,7,2,7,"Standard","Standard"
"FF","2019-06-24","90.7","-2.5149","4.9823","Wrigley Field",575929,527054,"home_run","hit_into_play_score",,,,,3,"Willson Contreras homers (16) on a fly ball to right field.  ","R","R","R","CHC","ATL","X","null","fly_ball",1,2,2019,"-0.3448","0.8357","0.5357","2.7107","null","null","null",0,2,"Bot","222.90","75.15",,,452095,,"190625_003611","8.2936","-131.8794","-1.5228","-5.6683","26.8370","-22.4401","3.1656","1.4819","370","100.9","29","90.2480","2386","5.9600",565165,527054,452095,518692,645277,518626,621020,663586,660670,455976,"54.5398","0.671","1.289","2.00",1,0,3,6,11,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-06-23","86.6","-1.0451","5.3558","Wrigley Field",595879,607625,"home_run","hit_into_play_score",,,,,5,"Javier Baez homers (19) on a fly ball to right center field.    Kyle Schwarber scores.    Anthony Rizzo scores.  ","R","R","R","CHC","NYM","X","null","fly_ball",0,2,2019,"0.4533","0.1290","0.2078","2.1835","null",656941,519203,1,8,"Bot","206.46","62.01",,,621512,,"190623_204856","2.0704","-126.2108","-1.7007","4.4087","22.9466","-30.7213","3.3900","1.6200","374","102.8","27","86.3000","2537","5.7740",565164,607625,621512,624413,429664,453943,642708,460576,501571,624424,"54.7255","0.845","1.674","2.00",1,0,3,6,63,"3","Slider",2,3,2,3,3,2,2,3,"Standard","Standard"
"FC","2019-06-23","88.6","2.8490","6.1177","Wrigley Field",621512,430935,"home_run","hit_into_play_score",,,,,6,"Tomas Nido homers (3) on a fly ball to center field.  ","R","R","L","CHC","NYM","X","null","fly_ball",1,0,2019,"0.3787","0.7777","0.3698","2.3327","null","null","null",0,5,"Top","82.99","22.44",,,605170,,"190623_193100","-6.7958","-128.9601","-4.8500","5.4098","22.5466","-22.8532","3.3800","1.6200","428","105.3","27","88.7140","2137","5.9920",565164,430935,605170,519203,623520,592178,595879,656941,546991,518792,"54.5073","0.926","1.844","2.00",1,0,3,6,33,"2","Cutter",1,1,1,1,1,1,1,1,"Standard","Standard"
"CH","2019-06-23","83.7","2.6316","6.3029","Wrigley Field",624413,430935,"home_run","hit_into_play_score",,,,,9,"Pete Alonso homers (27) on a fly ball to center field.  ","R","R","L","CHC","NYM","X","null","fly_ball",0,2,2019,"1.0972","0.6784","0.2887","1.6823","null","null","null",0,4,"Top","153.72","7.90",,,605170,,"190623_191153","-7.4900","-121.5457","-5.5321","12.1897","22.6359","-24.6892","3.2500","1.5400","454","110.0","24","83.3150","1649","6.0360",565164,430935,605170,519203,623520,592178,595879,656941,546991,518792,"54.4632","0.987","1.964","2.00",1,0,3,6,23,"3","Changeup",1,0,0,1,0,1,0,1,"Standard","Standard"
"FF","2019-06-22","90.7","2.4397","5.9746","Wrigley Field",467092,500779,"home_run","hit_into_play_score",,,,,1,"Wilson Ramos homers (8) on a fly ball to left center field.   Michael Conforto scores.  ","R","R","L","CHC","NYM","X","null","fly_ball",1,1,2019,"0.3817","1.3195","-0.7184","2.9520","null","null",624424,1,5,"Top","86.60","25.86",,,575929,,"190622_194955","-8.7400","-131.8202","-4.4989","6.2365","26.2773","-15.9365","3.2861","1.4615","398","97.9","29","91.1750","2011","6.5050",565163,500779,575929,605170,608365,592178,595879,656941,546991,518792,"53.9943","0.413","0.746","2.00",1,0,3,6,39,"3","4-Seam Fastball",0,7,7,0,7,0,7,0,"Standard","Standard"
"SI","2019-06-22","91.3","2.5182","5.9737","Wrigley Field",453943,500779,"home_run","hit_into_play_score",,,,,5,"Todd Frazier homers (8) on a fly ball to left center field.   J.D. Davis scores.  ","R","R","L","CHC","NYM","X","null","fly_ball",3,1,2019,"0.7274","1.2525","-0.1373","2.5841","null","null",605204,1,3,"Top","64.79","50.09",,,575929,,"190622_191535","-8.1652","-132.6982","-5.3254","10.0784","24.5669","-16.6385","3.0900","1.4900","369","102.9","37","91.1820","1960","5.9840",565163,500779,575929,605170,608365,592178,595879,656941,546991,518792,"54.5159","0.484","0.961","2.00",1,0,3,6,22,"5","Sinker",0,3,3,0,3,0,3,0,"Standard","Standard"
"CU","2019-06-22","76.2","2.5468","5.9061","Wrigley Field",624413,500779,"home_run","hit_into_play_score",,,,,9,"Pete Alonso homers (26) on a fly ball to center field.  ","R","R","L","CHC","NYM","X","null","fly_ball",3,2,2019,"-0.6588","-0.7934","0.4142","1.5653","null","null","null",1,1,"Top","157.11","24.11",,,575929,,"190622_182743","-3.2865","-110.8556","-0.6682","-4.6997","20.0887","-38.6837","3.2600","1.5400","419","108.1","29","75.2640","2162","5.6470",565163,500779,575929,605170,608365,592178,595879,656941,546991,518792,"54.8526","0.968","1.958","2.00",1,0,3,6,2,"7","Curveball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CH","2019-06-21","87.4","-2.0477","5.6345","Wrigley Field",624424,506433,"home_run","hit_into_play_score",,,,,9,"Michael Conforto homers (15) on a fly ball to right center field.  ","R","L","R","CHC","NYM","X","null","fly_ball",1,1,2019,"-0.4954","0.5309","0.3928","1.9789","null","null","null",2,6,"Top","177.70","20.80",,,575929,,"190621_202758","6.9017","-127.2374","-3.8357","-6.6535","22.6374","-25.8650","3.1939","1.5605","436","111.5","32","87.9460","1128","6.3120",565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,"54.1877","0.966","1.948","2.00",1,0,3,6,44,"3","Changeup",4,3,3,4,3,4,3,4,"Standard","Standard"
"KC","2019-06-21","71.9","3.4392","5.3387","Wrigley Field",608365,450306,"home_run","hit_into_play_score",,,,,5,"Addison Russell homers (5) on a fly ball to left center field.   Yu Darvish scores.  ","R","R","L","CHC","NYM","X","null","fly_ball",3,2,2019,"-1.0424","-0.7598","0.0638","2.7767","null","null",506433,0,5,"Bot","56.53","46.44",,,621512,,"190621_200416","-4.8996","-104.4691","3.5370","-6.6611","16.4549","-38.3927","3.6428","1.6702","395","102.2","29","70.9020","2420","5.4500",565162,450306,621512,624413,429664,605204,588751,642086,624424,643446,"55.0498","0.724","1.414","2.00",1,0,3,6,37,"7","Knuckle Curve",2,3,2,3,3,2,2,3,"Strategic","Standard"
"FT","2019-06-21","94.6","-2.2081","5.6045","Wrigley Field",643446,506433,"home_run","hit_into_play_score",,,,,8,"Jeff McNeil homers (5) on a fly ball to right field.    Tomas Nido scores.  ","R","L","R","CHC","NYM","X","null","fly_ball",2,1,2019,"-0.7734","0.7432","-0.1292","2.0585","null","null",621512,1,3,"Top","209.95","64.13",,,575929,,"190621_191552","7.1094","-137.5947","-5.2374","-11.2623","27.9326","-21.8798","3.3900","1.6200","374","98.9","27","94.6650","2231","6.1630",565162,506433,575929,519203,608365,623520,595879,656941,546991,592178,"54.3370","0.513","0.968","2.00",1,0,3,6,19,"4","2-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2019-06-20","95.8","-1.7131","5.9516","Wrigley Field",453943,640470,"home_run","hit_into_play_score",,,,,5,"Todd Frazier homers (7) on a fly ball to left center field.  ","R","R","R","CHC","NYM","X","null","fly_ball",2,2,2019,"-0.8630","1.3956","0.1234","2.0846","null","null","null",0,9,"Top","76.00","42.48",,,575929,,"190621_025414","6.6977","-139.1608","-7.6189","-12.5179","30.6213","-12.8717","3.0575","1.4602","388","99.3","29","95.0010","2435","5.8780",565161,640470,575929,519203,518614,592178,595879,656941,546991,518792,"54.6215","0.550","0.929","2.00",1,0,3,6,68,"5","4-Seam Fastball",7,3,3,7,3,7,3,7,"Standard","Standard"
"CU","2019-06-20","82.5","-1.5083","5.8936","Wrigley Field",595879,607229,"home_run","hit_into_play_score",,,,,9,"Javier Baez homers (18) on a fly ball to center field.  ","R","R","R","CHC","NYM","X","null","fly_ball",3,2,2019,"0.8394","-1.0038","0.5958","2.1055","null","null","null",1,7,"Bot","80.63","33.94",,,467092,,"190621_023107","3.1555","-119.9586","-0.2151","7.2463","23.1916","-41.7880","3.3140","1.6555","404","103.5","22","81.2090","2730","5.4530",565161,607229,467092,624413,429664,453943,642708,643446,460576,624424,"55.0467","0.805","1.295","2.00",1,0,3,6,59,"6","Curveball",6,3,6,3,3,6,6,3,"Standard","Standard"
"FF","2019-06-20","95.3","-1.9839","5.5748","Wrigley Field",624413,543022,"home_run","hit_into_play_score",,,,,4,"Pete Alonso homers (25) on a line drive to left field.   Jeff McNeil scores.  ","R","R","R","CHC","NYM","X","null","line_drive",1,1,2019,"-0.8310","1.3921","-0.5573","2.2497","null","null",643446,0,3,"Top","50.86","64.02",,,575929,,"190621_004434","5.5345","-138.6468","-6.1588","-11.7460","28.6493","-13.3609","3.3142","1.5902","409","117.0","21","94.8750","2572","5.8840",565161,543022,575929,519203,518614,592178,595879,656941,518792,471865,"54.6152","0.940","1.665","2.00",1,0,3,6,17,"3","4-Seam Fastball",0,1,1,0,1,0,1,0,"Standard","Standard"
"CH","2019-06-19","80.0","-1.1954","6.6477","Wrigley Field",623520,608337,"home_run","hit_into_play_score",,,,,2,"David Bote homers (9) on a fly ball to center field.  ","R","R","R","CHC","CWS","X","null","fly_ball",1,0,2019,"-0.8299","1.2624","0.0424","3.0110","null","null","null",0,4,"Bot","106.56","27.58",,,543510,,"190620_013159","4.3603","-116.5304","-3.7783","-8.4814","21.4684","-19.9887","3.4500","1.6100","407","103.3","23","80.8290","1487","6.7560",565160,608337,543510,547989,570560,660162,641313,650391,544725,641477,"53.7432","0.810","1.342","2.00",1,0,3,6,35,"2","Changeup",5,3,5,3,3,5,5,3,"Standard","Standard"
"FF","2019-06-19","89.1","2.7689","5.5911","Wrigley Field",543510,452657,"home_run","hit_into_play_score",,,,,5,"James McCann homers (7) on a fly ball to center field.  ","R","R","L","CHC","CWS","X","null","fly_ball",1,1,2019,"0.6753","1.4123","-0.1856","2.4921","null","null","null",0,4,"Top","165.66","25.62",,,575929,,"190620_011156","-8.7893","-129.5813","-4.6801","9.4837","25.0276","-15.1605","3.3500","1.5500","419","107.9","22","90.2560","2332","6.8570",565160,452657,575929,519203,623520,592178,595879,656941,546991,518792,"53.6424","0.960","1.760","2.00",1,0,3,6,28,"3","4-Seam Fastball",5,1,1,5,1,5,1,5,"Standard","Standard"
"FF","2019-06-19","94.6","-1.2768","6.6083","Wrigley Field",575929,608337,"home_run","hit_into_play_score",,,,,8,"Willson Contreras homers (15) on a line drive to left center field.  ","R","R","R","CHC","CWS","X","null","line_drive",0,1,2019,"-0.7023","1.5095","-0.1713","1.9414","null","null","null",2,3,"Bot","52.23","46.08",,,543510,,"190620_010729","4.4806","-137.5278","-9.9077","-9.9745","30.7939","-10.8790","3.4700","1.6400","400","111.9","17","94.9550","2322","6.5690",565160,608337,543510,547989,570560,660162,641313,650391,544725,641477,"53.9300","0.797","1.127","2.00",1,0,3,6,26,"2","4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard"
"CH","2019-06-19","82.6","-1.3307","6.5855","Wrigley Field",575929,608337,"home_run","hit_into_play_score",,,,,5,"Willson Contreras hits a grand slam (14) to left field.   Kyle Schwarber scores.    Anthony Rizzo scores.    Javier Baez scores.  ","R","R","R","CHC","CWS","X","null","line_drive",1,2,2019,"-0.9754","1.0004","0.1378","2.1603",656941,519203,595879,1,1,"Bot","26.54","74.89",,,543510,,"190620_003052","5.3193","-120.2647","-5.6624","-10.6015","21.0617","-21.4394","3.4110","1.5650","374","104.8","20","83.6920","1626","6.7610",565160,608337,543510,547989,570560,660162,641313,650391,544725,641477,"53.7382","0.758","1.076","2.00",1,0,3,6,10,"6","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2019-06-19","90.8","2.9140","5.6228","Wrigley Field",544725,452657,"home_run","hit_into_play_score",,,,,3,"Leury Garcia homers (5) on a fly ball to left center field.  ","R","R","L","CHC","CWS","X","null","fly_ball",0,0,2019,"0.5985","1.4147","0.2829","2.8815","null","null","null",0,1,"Top","60.43","28.81",,,575929,,"190620_000728","-7.8353","-131.9778","-3.9540","8.5713","26.8096","-15.0843","3.2300","1.5300","429","107.4","25","90.7200","2272","6.2020",565160,452657,575929,519203,623520,592178,595879,656941,546991,518792,"54.2979","0.971","1.931","2.00",1,0,3,6,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FT","2019-06-18","93.2","-0.8005","6.0398","Wrigley Field",650391,467008,"home_run","hit_into_play_score",,,,,11,"Eloy Jimenez homers (12) on a fly ball to left center field.   James McCann scores.  ","R","R","R","CHC","CWS","X","null","fly_ball",1,0,2019,"-1.1938","0.7869","-0.8897","2.7014","null","null",543510,0,9,"Top","64.92","42.10",,,605170,,"190619_023101","2.3863","-135.5942","-4.4688","-15.1345","32.9968","-21.7374","3.5000","1.6400","397","99.2","32","92.7070","2391","6.2640",565159,467008,605170,519203,623520,592178,595879,656941,546991,518792,"54.2357","0.326","0.631","2.00",1,0,3,5,62,"2","2-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FT","2019-06-18","91.0","-2.5332","6.3900","Wrigley Field",656941,467100,"home_run","hit_into_play_score",,,,,5,"Kyle Schwarber homers (16) on a line drive to left center field.  ","R","L","R","CHC","CWS","X","null","line_drive",0,0,2019,"-1.2367","0.5664","-0.0640","2.4096","null","null","null",0,1,"Bot","67.33","40.38",,,543510,,"190619_002001","8.6907","-132.1845","-5.2740","-15.9651","24.2364","-24.8329","3.3200","1.5800","399","108.9","19","90.5650","2145","5.8110",565159,467100,543510,547989,570560,602922,641313,650391,544725,641477,"54.6882","0.829","1.312","2.00",1,0,3,6,6,"1","2-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-06-09","97.1","-1.0517","5.4278","Wrigley Field",471865,593372,"home_run","hit_into_play_score",,,,,7,"Carlos Gonzalez homers (3) on a fly ball to left center field.  ","R","L","R","CHC","STL","X","null","fly_ball",0,0,2019,"-0.6391","1.0167","-0.3406","2.1703","null","null","null",2,8,"Bot","52.34","66.62",,,668800,,"190610_013956","3.3204","-141.2479","-5.4641","-9.1870","30.6449","-17.7441","3.4200","1.6400","357","98.2","26","96.6690","1948","5.9550",565158,593372,668800,502671,543939,572761,657557,542303,664056,451594,"54.5444","0.471","0.752","2.00",1,0,3,6,64,"1","4-Seam Fastball",4,1,4,1,1,4,4,1,"Standard","Standard"
"FF","2019-06-08","94.3","-2.4921","5.1481","Wrigley Field",656941,656427,"home_run","hit_into_play_score",,,,,4,"Kyle Schwarber homers (12) on a line drive to right center field.  ","R","L","R","CHC","STL","X","null","line_drive",3,2,2019,"-0.5345","1.0603","-0.3204","2.4994","null","null","null",2,4,"Bot","186.41","36.85",,,446308,,"190609_005723","6.9499","-137.3425","-3.7241","-8.2995","26.0674","-17.7763","3.2451","1.5800","408","114.7","18","96.0860","2120","6.9480",565157,656427,446308,502671,543939,572761,657557,542303,664056,500874,"53.5511","0.874","1.341","2.00",1,0,3,6,38,"11","4-Seam Fastball",3,4,3,4,4,3,3,4,"Infield shift","Standard"
"FF","2019-06-08","90.9","2.6731","5.6407","Wrigley Field",664056,452657,"home_run","hit_into_play_score",,,,,1,"Harrison Bader homers (6) on a fly ball to left field.  ","R","R","L","CHC","STL","X","null","fly_ball",0,0,2019,"0.6308","1.2073","-0.5499","2.6895","null","null","null",2,1,"Top","5.76","67.18",,,575929,,"190608_232629","-9.4459","-132.0592","-4.1095","9.3020","25.8627","-17.2975","3.0793","1.5300","417","104.4","33","91.3370","2269","6.4620",565157,452657,575929,519203,623520,592178,595879,656941,546991,518792,"54.0370","0.724","1.448","2.00",1,0,3,6,6,"1","4-Seam Fastball",0,3,3,0,3,0,3,0,"Standard","Standard"
"FF","2019-06-08","90.2","2.7954","5.6475","Wrigley Field",542303,452657,"home_run","hit_into_play_score",,,,,2,"Marcell Ozuna homers (17) on a fly ball to center field.   Paul DeJong scores.    Paul Goldschmidt scores.  ","R","R","L","CHC","STL","X","null","fly_ball",3,0,2019,"0.4363","1.1652","0.0230","3.0888","null",657557,502671,1,1,"Top","117.94","13.65",,,575929,,"190608_232400","-7.8158","-131.2035","-2.9217","6.5643","25.1844","-18.2858","3.2399","1.6254","437","109.5","25","90.5260","2125","6.3030",565157,452657,575929,519203,623520,592178,595879,656941,546991,518792,"54.1968","0.990","1.996","2.00",1,0,3,6,4,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard"
"FF","2019-06-07","93.1","-0.9907","5.9072","Wrigley Field",657557,467008,"home_run","hit_into_play_score",,,,,5,"Paul DeJong homers (10) on a fly ball to left field.  ","R","R","R","CHC","STL","X","null","fly_ball",2,0,2019,"-0.4000","1.0988","-0.0590","2.7796","null","null","null",1,9,"Top","37.02","63.10",,,605170,,"190607_205544","3.2748","-135.8287","-4.8395","-5.5720","22.0050","-17.7022","3.4200","1.5900","382","106.4","35","94.3810","2437","6.3230",565156,467008,605170,519203,623520,592178,595879,471865,546991,518792,"54.1763","0.734","1.531","2.00",1,0,3,6,61,"3","4-Seam Fastball",3,0,0,3,0,3,0,3,"Standard","Standard"
"FF","2019-06-07","92.8","-1.6845","6.5014","Wrigley Field",595879,571945,"home_run","hit_into_play_score",,,,,2,"Javier Baez homers (16) on a fly ball to right field.    Anthony Rizzo scores.  ","R","R","R","CHC","STL","X","null","fly_ball",0,2,2019,"-0.5730","1.3480","-0.2477","3.3365","null",519203,"null",2,1,"Bot","209.19","62.58",,,446308,,"190607_183325","4.9101","-135.0595","-5.2683","-7.9986","27.1691","-14.8262","3.4100","1.6100","376","105.0","30","92.9340","2217","6.1890",565156,571945,446308,502671,543939,576397,657557,542303,664056,451594,"54.3102","0.884","1.797","2.00",1,0,3,6,7,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"SL","2019-06-05","88.2","-2.7852","5.7715","Wrigley Field",623520,608566,"home_run","hit_into_play_score",,,,,8,"David Bote homers (7) on a line drive to left center field.   Willson Contreras scores.    Jason Heyward scores.  ","R","R","R","CHC","COL","X","null","line_drive",0,0,2019,"-0.1048","0.2248","-0.1740","2.0505","null",575929,518792,2,5,"Bot","65.84","35.42",,,547172,,"190606_012834","6.4715","-128.2797","-3.4245","-2.3372","23.8232","-29.3290","3.2559","1.5503","410","110.1","17","87.4260","2337","5.6010",565154,608566,547172,502517,641857,571448,596115,606132,435622,621311,"54.8989","0.753","1.011","2.00",1,0,3,6,35,"1","Slider",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2019-06-04","94.4","-2.2079","6.0117","Wrigley Field",595879,656546,"home_run","hit_into_play_score",,,,,8,"Javier Baez homers (15) on a fly ball to center field.   Anthony Rizzo scores.  ","R","R","R","CHC","COL","X","null","fly_ball",0,0,2019,"-1.2109","1.2267","0.1408","2.1503","null","null",519203,0,6,"Bot","122.87","12.17",,,547172,,"190605_014734","8.7042","-136.9548","-6.9732","-16.9822","29.8734","-15.5994","3.4400","1.6400","440","107.4","22","93.7370","2492","6.0370",565153,656546,547172,502517,641857,571448,596115,606132,435622,621311,"54.4620","0.940","1.670","2.00",1,0,3,6,45,"1","4-Seam Fastball",3,2,3,2,2,3,3,2,"Standard","Standard"
"FF","2019-06-04","95.6","-2.2960","5.9130","Wrigley Field",656941,656546,"home_run","hit_into_play_score",,,,,5,"Kyle Schwarber homers (11) on a fly ball to right center field.  ","R","L","R","CHC","COL","X","null","fly_ball",3,2,2019,"-1.0437","1.2501","0.1626","2.2712","null","null","null",2,5,"Bot","198.95","13.85",,,547172,,"190605_013532","8.7428","-138.8167","-6.7020","-15.2905","30.5787","-14.9156","3.3500","1.6000","467","111.2","35","95.0410","2466","6.0470",565153,656546,547172,502517,641857,571448,596115,606132,435622,621311,"54.4527","0.905","1.805","2.00",1,0,3,6,39,"6","4-Seam Fastball",2,2,2,2,2,2,2,2,"Infield shift","Standard"
"FF","2019-06-04","90.2","-2.2253","5.9453","Wrigley Field",502517,543294,"home_run","hit_into_play_score",,,,,5,"Daniel Murphy homers (4) on a fly ball to left center field.  ","R","L","R","CHC","COL","X","null","fly_ball",3,2,2019,"-0.4953","1.2757","-0.1153","2.3378","null","null","null",1,4,"Top","76.80","40.56",,,605170,,"190605_010708","6.1926","-131.0748","-5.6227","-6.8111","25.3213","-16.8527","3.3500","1.6000","391","100.1","25","89.4230","2145","5.6940",565153,543294,605170,519203,608365,592178,595879,656941,518792,471865,"54.8057","0.592","0.959","2.00",1,0,3,6,27,"7","4-Seam Fastball",2,1,1,2,1,2,1,2,"Infield shift","Standard"
"FF","2019-06-03","97.0","-1.7849","6.3920","Wrigley Field",575929,472610,"home_run","hit_into_play_score",,,,,8,"Willson Contreras homers (13) on a fly ball to right center field.  ","R","R","R","CHC","LAA","X","null","fly_ball",0,0,2019,"-0.8665","1.0620","-0.0270","1.9683","null","null","null",2,7,"Bot","201.66","66.16",,,518960,,"190603_223606","6.6992","-140.9323","-8.7578","-13.0690","29.8759","-16.2340","3.2100","1.4900","361","103.5","32","97.4310","2088","6.4680",565129,472610,518960,405395,600303,621493,664058,527049,545361,594777,"54.0320","0.792","1.566","2.00",1,0,3,6,59,"1","4-Seam Fastball",7,1,7,1,1,7,7,1,"Standard","Standard"
"SL","2019-06-03","84.7","-1.9582","6.3770","Wrigley Field",595879,472610,"home_run","hit_into_play_score",,,,,7,"Javier Baez homers (14) on a fly ball to left field.  ","R","R","R","CHC","LAA","X","null","fly_ball",0,0,2019,"0.5656","-0.0848","-0.4615","1.7307","null","null","null",1,7,"Bot","16.40","83.13",,,518960,,"190603_223317","2.3695","-123.3035","-4.3670","5.2487","21.8708","-32.4742","3.4100","1.6200","374","105.0","27","84.0880","2269","5.6230",565129,472610,518960,405395,600303,621493,664058,527049,545361,594777,"54.8765","0.926","1.844","2.00",1,0,3,6,57,"1","Slider",6,1,6,1,1,6,6,1,"Standard","Standard"
"FF","2019-05-26","65.0","-2.0644","6.0285","Wrigley Field",592200,605170,"home_run","hit_into_play_score",,,,,5,"Curt Casali homers (1) on a fly ball to left field.   Jesse Winker scores.  ","R","R","R","CHC","CIN","X","null","fly_ball",0,0,2019,"-1.1789","0.9249","-0.2225","2.4836","null","null",608385,2,9,"Top","20.52","82.29",,,575929,,"190526_212830","4.6846","-94.2712","0.4667","-7.0956","11.8274","-27.4155","3.4900","1.6600","369","98.4","35","62.3410","1602","3.7370",565152,605170,575929,519203,608365,518614,595879,656941,546991,623520,"56.7629","0.213","0.405","2.00",1,0,3,5,77,"1","4-Seam Fastball",2,8,8,2,8,2,8,2,"Standard","Standard"
"SI","2019-05-26","90.2","-2.6122","5.3701","Wrigley Field",595879,453172,"home_run","hit_into_play_score",,,,,5,"Javier Baez homers (13) on a fly ball to right field.  ","R","R","R","CHC","CIN","X","null","fly_ball",2,1,2019,"-1.5240","0.2318","-0.0476","2.5803","null","null","null",1,8,"Bot","227.28","71.78",,,592200,,"190526_211858","9.5034","-131.0485","-1.4802","-19.3060","25.7596","-29.4468","3.3900","1.6000","382","106.2","24","89.8530","1847","6.0070",565152,453172,592200,458015,606299,553993,578428,608385,669222,624577,"54.4925","0.960","1.819","2.00",1,0,3,6,71,"4","Sinker",1,8,1,8,8,1,1,8,"Standard","Standard"
"FC","2019-05-26","94.2","-1.4704","6.0166","Wrigley Field",575929,547179,"home_run","hit_into_play_score",,,,,4,"Willson Contreras homers (12) on a fly ball to center field.  ","R","R","R","CHC","CIN","X","null","fly_ball",3,1,2019,"-0.1853","1.2253","-0.4928","2.1457","null","null","null",0,6,"Bot","99.17","45.52",,,592200,,"190526_203329","2.8620","-136.8718","-6.8081","-2.8352","28.3918","-16.2037","3.1600","1.4600","377","99.7","34","92.3160","2620","5.1110",565152,547179,592200,458015,606299,553993,578428,608385,669222,624577,"55.3885","0.408","0.813","2.00",1,0,3,5,54,"5","Cutter",0,7,0,7,7,0,0,7,"Standard","Standard"
"FT","2019-05-25","94.4","-2.5896","5.4568","Wrigley Field",518618,506433,"home_run","hit_into_play_score",,,,,5,"Derek Dietrich homers (13) on a line drive to center field.  ","R","L","R","CHC","CIN","X","null","line_drive",1,1,2019,"-1.2154","0.6814","-0.2747","2.5788","null","null","null",0,8,"Top","138.49","19.63",,,605170,,"190525_205157","8.7126","-137.3032","-3.3567","-17.1854","27.2700","-23.0383","3.4100","1.6100","424","107.4","19","94.7550","2387","6.2920",565151,506433,605170,519203,608365,592178,595879,656941,546991,518792,"54.2077","0.784","1.126","2.00",1,0,3,6,65,"3","2-Seam Fastball",6,5,5,6,5,6,5,6,"Standard","Standard"
"FF","2019-05-25","90.9","-2.9186","5.4921","Wrigley Field",518792,641816,"home_run","hit_into_play_score",,,,,7,"Jason Heyward homers (7) on a fly ball to center field.  ","R","L","R","CHC","CIN","X","null","fly_ball",1,0,2019,"-0.6453","1.2679","-0.5111","2.1984","null","null","null",0,5,"Bot","89.92","53.20",,,571466,,"190525_200737","7.4775","-132.3719","-5.2478","-9.0187","21.7515","-16.1597","3.5300","1.6800","383","99.9","38","92.3830","2110","6.6270",565151,641816,571466,458015,518618,553993,578428,608385,669222,624577,"53.8727","0.213","0.424","2.00",1,0,3,5,47,"2","4-Seam Fastball",5,4,5,4,4,5,5,4,"Strategic","Standard"
